full_name,resale_price,registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type,city,insurance_value,transmission_type_value,fuel_type_value,body_type_value,owner_type_Value
i Swift Dzire AMT ZXI Plus,590000.0,2017,1197,Comprehensive,Automatic,93533,First Owner,Petrol,81.8,5.0,21.21,Sedan,Bangalore,5,2,1,2,1
wagen Vento 1.5 TDI Highline AT,709000.0,2015,1498,Third Party,Automatic,74673,First Owner,Diesel,103.2,5.0,21.21,Sedan,Bangalore,2,2,2,2,1
 City V MT,387000.0,2013,1497,Third Party,Manual,104570,First Owner,Petrol,116.3,5.0,16.8,Sedan,Bangalore,2,1,1,2,1
i Swift VDI,400000.0,2012,1248,Third Party,Manual,120000,First Owner,Diesel,74.0,5.0,22.9,Hatchback,Bangalore,2,1,2,1,1
i Swift VXI 2018,649000.0,2018,1197,Third Party,Manual,30000,First Owner,Petrol,81.8,5.0,22.0,Hatchback,Bangalore,2,1,1,1,1
ai Santro Xing GLS,240000.0,2010,1086,Third Party,Manual,120000,Third Owner,Petrol,62.1,5.0,17.92,Hatchback,Bangalore,2,1,1,1,3
ai Grand i10 Nios AMT Asta,800000.0,2021,1197,Third Party,Automatic,30000,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Bangalore,2,2,1,1,1
dra XUV500 W10 2WD,900000.0,2015,2179,Third Party,Manual,120000,First Owner,Diesel,140.0,7.0,16.0,SUV,Bangalore,2,1,2,3,1
Compass 2.0 Sport,1290000.0,2018,1956,Third Party,Manual,78960,First Owner,Diesel,170.0,5.0,17.1,SUV,Bangalore,2,1,2,3,1
lt Duster 85PS Diesel RxS,733000.0,2017,1461,Third Party,Manual,82851,Second Owner,Diesel,83.8,5.0,19.87,SUV,Bangalore,2,1,2,3,2
Tiago XZ Plus BSVI,738000.0,2021,1199,Third Party,Manual,34702,First Owner,Petrol,84.82,5.0,19.01,Hatchback,Bangalore,2,1,1,1,1
ai Santro Xing GLS,295000.0,2014,1086,Third Party,Manual,76954,First Owner,Petrol,62.1,5.0,17.92,Hatchback,Bangalore,2,1,1,1,1
lt KWID RXT,275000.0,2016,799,Comprehensive,Manual,84772,Second Owner,Petrol,53.3,5.0,25.17,Hatchback,Bangalore,5,1,1,1,2
dra XUV500 W10 AWD,1326000.0,2016,2179,Comprehensive,Manual,78295,First Owner,Diesel,140.0,7.0,16.0,SUV,Bangalore,5,1,2,3,1
ai Grand i10 Nios Magna,639000.0,2021,1197,Third Party,Manual,7266,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Bangalore,2,1,1,1,1
i Wagon R VXI BS IV,366000.0,2013,998,Comprehensive,Manual,58323,First Owner,Petrol,67.1,5.0,18.9,Hatchback,Bangalore,5,1,1,1,1
dra XUV500 W6 2WD,894999.9999999999,2014,2179,Comprehensive,Manual,59618,First Owner,Diesel,140.0,7.0,15.1,SUV,Bangalore,5,1,2,3,1
i Vitara Brezza VDi,600000.0,2018,1248,Third Party,Manual,90000,First Owner,Diesel,88.5,5.0,24.3,SUV,Bangalore,2,1,2,3,1
 Jazz 1.5 V i DTEC,660000.0,2017,1498,Third Party,Manual,60000,First Owner,Diesel,98.6,5.0,27.3,Hatchback,Bangalore,2,1,2,1,1
Ecosport 1.0 Ecoboost Titanium Plus BSIV,900000.0,2018,999,Third Party,Manual,30000,Second Owner,Petrol,123.24,5.0,18.88,SUV,Bangalore,2,1,1,3,2
New Safari DICOR 2.2 GX 4x2,280000.0,2009,2179,Third Party,Manual,120000,Second Owner,Diesel,138.0,7.0,13.93,SUV,Bangalore,2,1,2,3,2
ai Creta 1.6 CRDi SX Option,1350000.0,2018,1582,Third Party,Manual,30000,First Owner,Diesel,126.2,5.0,19.67,SUV,Bangalore,2,1,2,3,1
Figo Diesel LXI,175000.0,2011,1399,Third Party,Manual,90000,Fourth Owner,Diesel,68.0,5.0,20.0,Hatchback,Bangalore,2,1,2,1,4
ai i20 1.2 Asta with AVN,400000.0,2011,1197,Third Party,Manual,40000,Second Owner,Petrol,78.88,5.0,17.0,Hatchback,Bangalore,2,1,1,1,2
 Rapid 1.0 TSI Ambition AT,1025000.0,2020,999,Third Party,Automatic,30000,First Owner,Petrol,108.62,5.0,16.24,Sedan,Bangalore,2,2,1,2,1
ai Grand i10 1.2 Kappa Sportz BSIV,440000.00000000006,2018,1197,Third Party,Manual,51439,Third Owner,Petrol,81.86,5.0,18.9,Hatchback,Bangalore,2,1,1,1,3
ai Grand i10 1.2 Kappa Sportz BSIV,577000.0,2019,1197,Third Party,Manual,42976,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Bangalore,2,1,1,1,1
ai Elantra 2.0 SX Option AT,1398000.0,2019,1999,Comprehensive,Automatic,47334,Second Owner,Petrol,149.92,5.0,14.62,Sedan,Bangalore,5,2,1,2,2
 Amaze VX i-Vtech,537000.0,2016,1198,Third Party,Manual,46099,First Owner,Petrol,86.7,5.0,18.0,Sedan,Bangalore,2,1,1,2,1
ai i20 Asta 1.4 CRDi,461000.00000000006,2013,1396,Third Party,Manual,53227,Third Owner,Diesel,88.76,5.0,21.27,Hatchback,Bangalore,2,1,2,1,3
i Baleno 1.2 CVT Delta,676000.0,2017,1197,Comprehensive,Automatic,58666,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Bangalore,5,2,1,1,1
Freestyle Titanium Plus Petrol BSIV,555000.0,2018,1194,Comprehensive,Manual,52626,First Owner,Petrol,94.68,5.0,19.0,Hatchback,Bangalore,5,1,1,1,1
 City i-VTEC V,818000.0,2018,1497,Comprehensive,Manual,26922,First Owner,Petrol,117.6,5.0,17.4,Sedan,Bangalore,5,1,1,2,1
i Celerio VXI,455000.0,2018,998,Third Party,Manual,61227,Second Owner,Petrol,65.71,5.0,25.24,Hatchback,Bangalore,2,1,1,1,2
Tiago 1.2 Revotron XZ,520000.0,2016,1199,Third Party,Manual,13286,First Owner,Petrol,84.0,5.0,23.84,Hatchback,Bangalore,2,1,1,1,1
i Wagon R VXI BS IV,372000.0,2015,998,Third Party,Manual,26469,First Owner,Petrol,67.04,5.0,20.51,Hatchback,Bangalore,2,1,1,1,1
Linea T Jet,229999.99999999997,2011,1368,Third Party,Manual,60000,Second Owner,Petrol,112.0,5.0,14.6,Sedan,Bangalore,2,1,1,2,2
des-Benz S-Class S 350 CDI,6000000.0,2015,2987,Third Party,Automatic,110000,First Owner,Diesel,254.79,5.0,13.5,Sedan,Bangalore,2,2,2,2,1
ai i20 1.4 Asta Optional With Sunroof,310000.0,2009,1396,Third Party,Manual,100000,Second Owner,Diesel,88.74,5.0,23.0,Hatchback,Bangalore,2,1,2,1,2
Tiago 1.2 Revotron XZ,500000.0,2016,1199,Third Party,Manual,90000,Second Owner,Petrol,84.0,5.0,23.84,Hatchback,Bangalore,2,1,1,1,2
i Alto XCITE,254999.99999999997,2010,796,Third Party,Manual,50000,Second Owner,Petrol,46.3,5.0,19.7,Hatchback,Bangalore,2,1,1,1,2
ai Verna 1.6 SX CRDi (O),400000.0,2011,1582,Third Party,Manual,120000,Third Owner,Diesel,126.32,5.0,22.32,Sedan,Bangalore,2,1,2,2,3
ai Grand i10 AT Asta,500000.0,2015,1197,Third Party,Automatic,40000,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,2,2,1,1,2
ai i20 Sportz 1.2,600000.0,2017,1197,Third Party,Manual,50000,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Bangalore,2,1,1,1,1
ai Verna 1.6 SX VTVT,828999.9999999999,2017,1591,Comprehensive,Manual,33237,Second Owner,Petrol,121.3,5.0,17.01,Sedan,Bangalore,5,1,1,2,2
i Ertiga SHVS ZDI Plus,846000.0000000001,2016,1248,Comprehensive,Manual,67705,First Owner,Diesel,88.5,7.0,24.52,MUV,Bangalore,5,1,2,4,1
i Baleno 1.2 Alpha,592000.0,2016,1197,Comprehensive,Manual,100894,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Bangalore,5,1,1,1,1
lt KWID 1.0 RXT AMT Opt,583000.0,2021,999,Comprehensive,Automatic,11890,First Owner,Petrol,67.0,5.0,22.0,Hatchback,Bangalore,5,2,1,1,1
i Baleno Alpha AMT BSVI,977999.9999999999,2022,1197,Comprehensive,Automatic,26897,First Owner,Petrol,88.5,5.0,22.94,Hatchback,Bangalore,5,2,1,1,1
ai Grand i10 Nios AMT Asta,720000.0,2020,1197,Third Party,Automatic,22234,Second Owner,Petrol,81.86,5.0,20.7,Hatchback,Bangalore,2,2,1,1,2
i Alto K10 VXI,241000.0,2011,998,Comprehensive,Manual,56235,First Owner,Petrol,65.71,5.0,24.39,Hatchback,Bangalore,5,1,1,1,1
i Swift VXI,344000.0,2011,1197,Third Party,Manual,82830,Second Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,2,1,1,1,2
ai Grand i10 Sportz,420000.0,2014,1197,Comprehensive,Manual,41120,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,5,1,1,1,1
lt Kiger RXZ Turbo CVT DT,960000.0,2021,999,Third Party,Automatic,14608,First Owner,Petrol,98.63,5.0,18.24,SUV,Bangalore,2,2,1,3,1
ai i10 Magna,300000.0,2012,1197,Third Party,Manual,80000,First Owner,Petrol,78.9,5.0,20.36,Hatchback,Bangalore,2,1,1,1,1
i Baleno 1.2 CVT Delta,680000.0,2017,1197,Third Party,Automatic,40000,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Bangalore,2,2,1,1,1
ai Creta 1.6 VTVT AT SX Plus,1200000.0,2017,1591,Third Party,Automatic,40000,Second Owner,Petrol,121.3,5.0,13.0,SUV,Bangalore,2,2,1,3,2
Manza Aura (ABS) Safire,270000.0,2010,1368,Third Party,Manual,60000,Third Owner,Petrol,88.74,5.0,15.0,Sedan,Bangalore,2,1,1,2,3
i Ritz VXi,270000.0,2011,1197,Third Party,Manual,60000,Third Owner,Petrol,85.8,5.0,18.5,Hatchback,Bangalore,2,1,1,1,3
ai i20 Asta BSVI,900000.0,2022,1197,Third Party,Manual,20000,First Owner,Petrol,81.8,5.0,21.0,Hatchback,Bangalore,2,1,1,1,1
ai Accent GLS,110000.00000000001,2005,1495,Third Party,Manual,70000,First Owner,Petrol,94.0,5.0,13.2,Sedan,Bangalore,2,1,1,2,1
i Alto 800 LXI Opt S-CNG BSVI,425000.0,2020,796,Third Party,Manual,75591,First Owner,CNG,40.36,4.0,42.12,Hatchback,Bangalore,2,1,3,1,1
i Wagon R VXI BS IV,375000.0,2015,998,Comprehensive,Manual,69581,Second Owner,Petrol,67.04,5.0,20.51,Hatchback,Bangalore,5,1,1,1,2
i Swift VXI,577000.0,2015,1197,Comprehensive,Manual,61417,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,5,1,1,1,1
Tiago 1.2 Revotron XZ,465000.00000000006,2016,1199,Comprehensive,Manual,49987,First Owner,Petrol,84.0,5.0,23.84,Hatchback,Bangalore,5,1,1,1,1
ai Grand i10 1.2 Kappa Sportz BSIV,574000.0,2019,1197,Third Party,Manual,42090,First Owner,Petrol,81.86,5.0,18.9,Hatchback,Bangalore,2,1,1,1,1
ai i10 Era 1.1 iTech SE,233000.0,2011,1086,Third Party,Manual,103823,First Owner,Petrol,68.05,5.0,19.81,Hatchback,Bangalore,2,1,1,1,1
wagen Vento 1.0 TSI Highline Plus,1171000.0,2020,999,Zero Dep,Manual,68303,Second Owner,Petrol,108.62,5.0,17.69,Sedan,Bangalore,6,1,1,2,2
i Baleno 1.2 Zeta,714000.0,2017,1197,Comprehensive,Manual,26031,First Owner,Petrol,83.1,5.0,21.4,Hatchback,Bangalore,5,1,1,1,1
ai Grand i10 Nios AMT Sportz,694000.0,2020,1197,Zero Dep,Automatic,20150,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Bangalore,6,2,1,1,1
lt KWID 1.0 RXT,392000.0,2017,999,Comprehensive,Manual,43199,First Owner,Petrol,67.0,5.0,23.01,Hatchback,Bangalore,5,1,1,1,1
i Celerio ZXI AMT,413999.99999999994,2016,998,Comprehensive,Automatic,99579,Second Owner,Petrol,65.71,5.0,26.0,Hatchback,Bangalore,5,2,1,1,2
 Amaze VX Diesel BSIV,923000.0,2019,1498,Third Party,Manual,22866,First Owner,Diesel,98.63,5.0,27.4,Sedan,Bangalore,2,1,2,2,1
o Matiz SD,85000.0,2002,796,Third Party,Manual,70000,First Owner,Petrol,52.258,5.0,18.5,Sedan,Bangalore,2,1,1,2,1
Indica V2 DLS BSIII,150000.0,2012,1405,Third Party,Manual,120000,First Owner,Diesel,48.21,5.0,17.88,Hatchback,Bangalore,2,1,2,1,1
 WR-V i-VTEC VX,660000.0,2017,1199,Third Party,Manual,70000,Second Owner,Petrol,88.7,5.0,17.5,SUV,Bangalore,2,1,1,3,2
wagen Polo 1.0 TSI Highline Plus,1075000.0,2021,999,Third Party,Manual,20000,First Owner,Petrol,108.62,5.0,18.24,Hatchback,Bangalore,2,1,1,1,1
Nano Lx,90000.0,2011,624,Third Party,Manual,60000,Second Owner,Petrol,35.0,4.0,26.0,Hatchback,Bangalore,2,1,1,1,2
lt Duster 1.5 Petrol RXE,900000.0,2019,1498,Third Party,Manual,30000,First Owner,Petrol,104.5,5.0,14.19,SUV,Bangalore,2,1,1,3,1
Ecosport 1.5 Diesel Titanium BSIV,975000.0,2018,1498,Third Party,Manual,50000,First Owner,Diesel,98.96,5.0,23.0,SUV,Bangalore,2,1,2,3,1
ai i20 Sportz 1.2,487000.0,2014,1197,Comprehensive,Manual,55836,First Owner,Petrol,82.85,5.0,18.5,Hatchback,Bangalore,5,1,1,1,1
i Swift VXI,509000.0,2015,1197,Comprehensive,Manual,58131,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,5,1,1,1,1
i Ciaz 1.4 S,699000.0,2018,1373,Third Party,Manual,63974,Second Owner,Petrol,91.1,5.0,20.73,Sedan,Bangalore,2,1,1,2,2
i Swift VXI,507000.0,2014,1197,Comprehensive,Manual,49570,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,5,1,1,1,1
ai i20 Sportz Plus,710000.0,2020,1197,Zero Dep,Manual,49087,First Owner,Petrol,81.86,5.0,18.6,Hatchback,Bangalore,6,1,1,1,1
ai Grand i10 Asta,505000.0,2016,1197,Zero Dep,Manual,26923,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,6,1,1,1,1
ai i20 N Line N8 iMT BSVI,1146000.0,2022,998,Comprehensive,Manual,17321,Second Owner,Petrol,118.41,5.0,20.0,Hatchback,Bangalore,5,1,1,1,2
lt KWID 1.0 RXT Optional,445000.0,2019,999,Comprehensive,Manual,26039,First Owner,Petrol,67.0,5.0,23.01,Hatchback,Bangalore,5,1,1,1,1
 Rapid 1.5 TDI AT Elegance,516000.0,2015,1498,Third Party,Automatic,107208,First Owner,Diesel,103.52,5.0,21.66,Sedan,Bangalore,2,2,2,2,1
i Swift VXI Optional,616000.0,2017,1197,Zero Dep,Manual,64917,Second Owner,Petrol,81.8,5.0,20.4,Hatchback,Bangalore,6,1,1,1,2
i Swift VXI,443000.0,2012,1197,Comprehensive,Manual,60606,Second Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,5,1,1,1,2
dra TUV 300 T6 Plus AMT,632000.0,2016,1493,Third Party,Automatic,94469,Second Owner,Diesel,100.0,7.0,18.49,SUV,Bangalore,2,2,2,3,2
olet Spark Muzic 1.0 LS,130000.0,2010,995,Third Party,Manual,30000,Third Owner,Petrol,62.118,5.0,16.0,Hatchback,Bangalore,2,1,1,1,3
Tiago XZ Plus BSVI,720000.0,2022,1199,Third Party,Manual,10000,First Owner,Petrol,84.82,5.0,19.01,Hatchback,Bangalore,2,1,1,1,1
a Fortuner 4x4 MT,1500000.0,2013,2982,Third Party,Manual,120000,First Owner,Diesel,168.5,7.0,12.55,SUV,Bangalore,2,1,2,3,1
dra XUV500 W4 1.99 mHawk,800000.0,2016,1997,Third Party,Manual,70000,Second Owner,Diesel,140.0,7.0,16.0,SUV,Bangalore,2,1,2,3,2
i Baleno 1.3 Delta,575000.0,2017,1248,Third Party,Manual,120000,Second Owner,Diesel,74.0,5.0,27.39,Hatchback,Bangalore,2,1,2,1,2
i SX4 Celebration Petrol,250000.0,2011,1586,Third Party,Manual,100000,Second Owner,Petrol,103.3,5.0,15.5,Sedan,Bangalore,2,1,1,2,2
Punch Creative AMT DT BSVI,1000000.0,2022,1199,Third Party,Automatic,20000,First Owner,Petrol,86.63,5.0,18.8,SUV,Bangalore,2,2,1,3,1
ctor Plus Sharp Hybrid MT,2000000.0,2021,1451,Third Party,Manual,20000,First Owner,Petrol,141.0,6.0,14.025,SUV,Bangalore,2,1,1,3,1
i Swift VXI,430999.99999999994,2013,1197,Comprehensive,Manual,92285,First Owner,Petrol,85.8,5.0,18.6,Hatchback,Bangalore,5,1,1,1,1
ai Grand i10 AT Asta,531000.0,2016,1197,Comprehensive,Automatic,41682,First Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,5,2,1,1,1
Freestyle Titanium Petrol BSIV,570000.0,2018,1194,Comprehensive,Manual,38995,Third Owner,Petrol,94.68,5.0,19.0,Hatchback,Bangalore,5,1,1,1,3
i Wagon R VXI BS IV,331000.0,2014,998,Comprehensive,Manual,54190,Second Owner,Petrol,67.04,5.0,20.51,Hatchback,Bangalore,5,1,1,1,2
ai Grand i10 Sportz,399000.0,2014,1197,Comprehensive,Manual,60008,Second Owner,Petrol,82.0,5.0,18.9,Hatchback,Bangalore,5,1,1,1,2
i S-Presso VXI Opt 2019-2022,478000.0,2021,998,Comprehensive,Manual,42954,First Owner,Petrol,67.05,5.0,21.7,Hatchback,Bangalore,5,1,1,1,1
wagen Ameo 1.2 MPI Highline Plus 16,646000.0,2018,1198,Third Party,Manual,35646,First Owner,Petrol,73.75,5.0,17.0,Sedan,Bangalore,2,1,1,2,1
 WR-V i-VTEC VX,800000.0,2019,1199,Zero Dep,Manual,36876,First Owner,Petrol,88.7,5.0,17.5,SUV,Bangalore,6,1,1,3,1
ai Verna SX IVT Opt,1326000.0,2020,1497,Third Party,Automatic,47456,First Owner,Petrol,113.18,5.0,18.45,Sedan,Bangalore,2,2,1,2,1
i Alto 800 LXI,248000.0,2013,796,Comprehensive,Manual,68582,First Owner,Petrol,47.33,5.0,22.05,Hatchback,Bangalore,5,1,1,1,1
i Celerio VXI AMT,430000.0,2015,998,Comprehensive,Automatic,56150,First Owner,Petrol,65.71,5.0,26.68,Hatchback,Bangalore,5,2,1,1,1
ai Tucson 2.0 Dual VTVT 2WD AT GL,1500000.0,2017,1999,Third Party,Automatic,60000,First Owner,Petrol,152.88,5.0,12.95,SUV,Bangalore,2,2,1,3,1
dra Verito 1.5 D4 BSIII,280000.0,2011,1461,Third Party,Manual,110000,First Owner,Diesel,64.1,5.0,21.0,Sedan,Bangalore,2,1,2,2,1
 Rapid 1.6 TDI Elegance,400000.0,2012,1598,Third Party,Manual,100000,First Owner,Diesel,103.5,5.0,20.5,Sedan,Bangalore,2,1,2,2,1
dra Verito 1.5 D4 BSIII,200000.0,2012,1461,Third Party,Manual,50000,Second Owner,Diesel,65.0,5.0,20.8,Sedan,Bangalore,2,1,2,2,2
Figo 1.2P Titanium Plus MT,500000.0,2018,1196,Third Party,Manual,40000,Second Owner,Petrol,86.8,5.0,18.16,Hatchback,Bangalore,2,1,1,1,2
 Jazz 1.5 SV i DTEC,565000.0,2015,1498,Third Party,Manual,50000,Second Owner,Diesel,98.6,5.0,27.3,Hatchback,Bangalore,2,1,2,1,2
ai i10 Magna 1.2,220000.00000000003,2009,1197,Third Party,Manual,90000,Third Owner,Petrol,78.9,5.0,20.36,Hatchback,Bangalore,2,1,1,1,3
des-Benz C-Class C 220 CDI Elegance AT,800000.0,2010,2143,Third Party,Automatic,110000,Fifth Owner,Diesel,170.0,5.0,14.84,Sedan,Bangalore,2,2,2,2,5
 WR-V i-VTEC VX,727000.0,2018,1199,Comprehensive,Manual,59930,Second Owner,Petrol,88.7,5.0,17.5,SUV,Bangalore,5,1,1,3,2
i Alto K10 VXI,229999.99999999997,2011,998,Comprehensive,Manual,68730,Second Owner,Petrol,65.71,5.0,24.39,Hatchback,Bangalore,5,1,1,1,2
Ecosport 1.5 Diesel Titanium Plus BSIV,915000.0,2019,1498,Third Party,Manual,63133,First Owner,Diesel,98.96,5.0,23.0,SUV,Bangalore,2,1,2,3,1
lt KWID 1.0 RXT AMT Opt,577000.0,2020,999,Third Party,Automatic,8733,First Owner,Petrol,67.0,5.0,22.0,Hatchback,Bangalore,2,2,1,1,1
ai i20 Asta 1.2,649000.0,2017,1197,Third Party,Manual,64235,Second Owner,Petrol,81.83,5.0,18.6,Hatchback,Bangalore,2,1,1,1,2
a Yaris G CVT,977999.9999999999,2021,1496,Comprehensive,Automatic,33206,First Owner,Petrol,105.94,5.0,17.8,Sedan,Bangalore,5,2,1,2,1
i Swift ZXI,695000.0,2018,1197,Comprehensive,Manual,29767,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,5,1,1,1,1
lt Pulse RxL,341000.0,2014,1461,Comprehensive,Manual,83271,First Owner,Diesel,63.12,5.0,23.08,Hatchback,Bangalore,5,1,2,1,1
ai Creta 1.6 VTVT SX Plus,946000.0000000001,2017,1591,Comprehensive,Manual,72313,Second Owner,Petrol,121.3,5.0,13.0,SUV,Bangalore,5,1,1,3,2
i Swift Dzire AMT VDI,657000.0,2017,1248,Comprehensive,Automatic,112566,Second Owner,Diesel,74.02,5.0,28.4,Sedan,Bangalore,5,2,2,2,2
des-Benz C-Class C 220 CDI Elegance AT,770000.0,2010,2143,Third Party,Automatic,110000,Fifth Owner,Diesel,170.0,5.0,14.84,Sedan,Bangalore,2,2,2,2,5
Compass 2.0 Limited Plus 4X4,2200000.0,2020,1956,Third Party,Manual,40000,First Owner,Diesel,170.63,5.0,16.3,SUV,Bangalore,2,1,2,3,1
 Amaze V Petrol,825000.0,2021,1199,Third Party,Manual,20000,First Owner,Petrol,88.76,5.0,18.6,Sedan,Bangalore,2,1,1,2,1
olet Spark 1.0 LS,120000.0,2012,995,Third Party,Manual,100000,Second Owner,Petrol,62.1,5.0,16.2,Hatchback,Bangalore,2,1,1,1,2
lt Kiger RXZ AMT,950000.0,2022,999,Third Party,Automatic,10000,First Owner,Petrol,71.01,5.0,19.03,SUV,Bangalore,2,2,1,3,1
i Alto K10 VXI,355000.0,2017,998,Third Party,Manual,50000,First Owner,Petrol,67.05,5.0,23.95,Hatchback,Bangalore,2,1,1,1,1
dra Bolero DI,250000.0,2006,2523,Third Party,Manual,120000,First Owner,Diesel,62.118,7.0,13.6,unknown_type,Bangalore,2,1,2,6,1
i Vitara Brezza ZDi Plus Dual Tone,836999.9999999999,2016,1248,Comprehensive,Manual,99232,First Owner,Diesel,88.5,5.0,24.3,SUV,Bangalore,5,1,2,3,1
i Alto LXi,231000.0,2012,796,Comprehensive,Manual,100100,First Owner,Petrol,46.3,5.0,19.7,Hatchback,Bangalore,5,1,1,1,1
 City i VTEC VX,713000.0,2017,1497,Comprehensive,Manual,53295,Second Owner,Petrol,117.3,5.0,17.8,Sedan,Bangalore,5,1,1,2,2
dra XUV500 AT W10 AWD,1428000.0,2017,2179,Zero Dep,Automatic,66971,First Owner,Diesel,140.0,7.0,16.0,SUV,Bangalore,6,2,2,3,1
Nexon 1.5 Revotorq XM,935000.0,2020,1497,Comprehensive,Manual,27679,First Owner,Diesel,108.5,5.0,21.5,SUV,Bangalore,5,1,2,3,1
i Swift Dzire VXI 1.2,660000.0,2019,1197,Comprehensive,Manual,25905,First Owner,Petrol,81.8,5.0,21.21,Sedan,Bangalore,5,1,1,2,1
wagen Vento 1.2 TSI Highline Plus AT,852000.0,2018,1197,Comprehensive,Automatic,55788,First Owner,Petrol,103.2,5.0,18.19,Sedan,Bangalore,5,2,1,2,1
Ecosport 1.5 Petrol Titanium Plus BSIV,942000.0,2019,1497,Zero Dep,Manual,6492,Second Owner,Petrol,121.36,5.0,17.0,SUV,Bangalore,6,1,1,3,2
i Celerio ZXI,466000.0,2015,998,Comprehensive,Manual,52209,First Owner,Petrol,65.71,5.0,25.24,Hatchback,Bangalore,5,1,1,1,1
i Swift VXI,650000.0,2018,1197,Zero Dep,Manual,35562,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,6,1,1,1,1
 WR-V i-VTEC VX,721000.0,2017,1199,Third Party,Manual,65507,Second Owner,Petrol,88.7,5.0,17.5,SUV,Bangalore,2,1,1,3,2
i Swift VXI AMT,682000.0,2018,1197,Zero Dep,Automatic,25537,First Owner,Petrol,88.5,5.0,22.56,Hatchback,Bangalore,6,2,1,1,1
onet HTK Plus BSVI,950000.0,2022,1197,Third Party,Manual,10000,Second Owner,Petrol,81.86,5.0,18.4,SUV,Bangalore,2,1,1,3,2
n Magnite Turbo XV Premium Opt DT BSVI,852999.9999999999,2021,999,Third Party,Manual,40000,First Owner,Petrol,98.63,5.0,20.0,SUV,Bangalore,2,1,1,3,1
dra TUV 300 Plus P8 BSIV,894999.9999999999,2018,2179,Third Party,Manual,70000,First Owner,Diesel,120.0,9.0,18.49,SUV,Bangalore,2,1,2,3,1
 Amaze S Diesel,750000.0,2020,1498,Third Party,Manual,40000,First Owner,Diesel,98.63,5.0,24.7,Sedan,Bangalore,2,1,2,2,1
ai Grand i10 Nios Sportz Dual Tone,850000.0,2021,1197,Third Party,Manual,20000,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Bangalore,2,1,1,1,1
ai i20 Era 1.2,300000.0,2013,1197,Third Party,Manual,120000,First Owner,Petrol,82.85,5.0,18.6,Hatchback,Bangalore,2,1,1,1,1
 Brio S MT,350000.0,2014,1198,Third Party,Manual,120000,First Owner,Petrol,86.8,5.0,19.4,Hatchback,Bangalore,2,1,1,1,1
ai Grand i10 Nios AMT Magna,570000.0,2020,1197,Third Party,Automatic,30000,First Owner,Petrol,81.86,5.0,20.7,Hatchback,Bangalore,2,2,1,1,1
i Ciaz ZXi,653000.0,2016,1373,Comprehensive,Manual,52231,Second Owner,Petrol,91.1,5.0,20.73,Sedan,Bangalore,5,1,1,2,2
i Swift VXI,442000.0,2014,1197,Third Party,Manual,71318,First Owner,Petrol,88.5,5.0,22.38,Hatchback,Bangalore,2,1,1,1,1
ai Grand i10 CRDi Magna,444000.00000000006,2014,1120,Comprehensive,Manual,76009,First Owner,Diesel,70.0,5.0,24.0,Hatchback,Bangalore,5,1,2,1,1
 Jazz 1.2 V AT i VTEC,640000.0,2017,1199,Comprehensive,Automatic,70602,First Owner,Petrol,88.7,5.0,19.0,Hatchback,Bangalore,5,2,1,1,1
Tiago XZ,651000.0,2020,1199,Zero Dep,Manual,24357,First Owner,Petrol,84.82,5.0,20.09,Hatchback,Bangalore,6,1,1,1,1
 Jazz 1.2 S i VTEC,484000.0,2016,1199,Third Party,Manual,75771,Second Owner,Petrol,88.7,5.0,18.7,Hatchback,Bangalore,2,1,1,1,2
i Celerio ZXI,476000.0,2018,998,Comprehensive,Manual,51877,Third Owner,Petrol,65.71,5.0,25.24,Hatchback,Bangalore,5,1,1,1,3
ai i20 Sportz 1.2,669000.0,2017,1197,Zero Dep,Manual,62621,First Owner,Petrol,81.83,5.0,18.6,Hatchback,Bangalore,6,1,1,1,1
ai Verna CRDi 1.6 SX,981000.0,2018,1582,Zero Dep,Manual,49792,Second Owner,Diesel,126.2,5.0,22.0,Sedan,Bangalore,6,1,2,2,2
lt KWID Climber 1.0 MT Opt BSIV,442000.0,2020,999,Third Party,Manual,43285,Third Owner,Petrol,67.0,5.0,23.01,Hatchback,Bangalore,2,1,1,1,3
